Handle,Title,Body (HTML),Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Inventory Qty,Image Src,Google Shopping / MPN
NIFA00439,amiibo Super Mario - Wedding Peach,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách nintendo.com/amiibo/compatibility.

Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.",Nintendo,amiibo figures,045496380595,11,"0,14",21,https://com.cqe.cz/img/galery/original/1_34697.jpg|https://com.cqe.cz/img/galery/original/1_34704.jpg|https://com.cqe.cz/img/galery/original/1_34707.jpg,NIFA00439
NIFA00440,amiibo Super Mario - 3 set,"Touch, Watch and Join the Game!

Discover a new way to interact with your favorite Nintendo character. When you touch the figure to the NFC touchpoint on the Wii U GamePad controller, Joy-Con, bottom of New Nintendo 3DS and New Nintendo 3DS XL handhelds, or special device for older Nintendo 3DS family portable consoles while playing, data will transfer into the game that you can use in many ways. While playing some games, data in your figure will continue to be written, allowing you to create truly unique amiibo figures.

Join numerous games!

amiibo figures can be used in many different games – and how they can be used depends on the game! New characters from various game titles are regularly released. A complete list of compatible amiibo figures for Nintendo titles can be found at nintendo.com/amiibo/compatibility.

Compatibility with New Nintendo 3DS and Nintendo 3DS/2DS consoles

amiibo figures can also be used when playing on handheld consoles! New Nintendo 3DS includes built-in NFC technology that allows you to connect an amiibo figure to the game simply by placing it on the lower touch screen. For use with Nintendo 3DS and 2DS, special accessories can be purchased separately.",Nintendo,amiibo figures,045496380618,33,"0,41",500,https://com.cqe.cz/img/galery/original/1_34700.jpg|https://com.cqe.cz/img/galery/original/1_34701.jpg|https://com.cqe.cz/img/galery/original/1_34702.jpg|https://com.cqe.cz/img/galery/original/1_34703.jpg,NIFA00440
NIFA0105,amiibo The Legend of Zelda Collection,"Čtyři amiibo figurky na motivy Šampionů z The Legend of Zelda: Breath of the Wild – Daruk, Mipha, Revali a Urbosa.

 

Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu, Joy-Conu, spodní části handheldů New Nintendo 3DS a New Nintendo 3DS XL, či speciálního zařízení pro starší kapesní konzole z rodiny Nintendo 3DS při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní některých se navíc data ve vaší figurce budou dále zapisovat, takže si můžete vytvořit skutečně jedinečné amiibo figurky.

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů. Kompletní seznam kompatibilních amiibo ﬁgurek pro tituly společnosti Nintendo najdete na webových stránkách nintendo.com/amiibo/compatibility.

Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS je možné dokoupit speciální příslušenství.",Nintendo,amiibo figures,045496380625,43,"0,42",300,https://com.cqe.cz/img/galery/original/1_35662.jpg|https://com.cqe.cz/img/galery/original/1_35663.jpg|https://com.cqe.cz/img/galery/original/1_35664.jpg|https://com.cqe.cz/img/galery/original/1_35665.jpg|https://com.cqe.cz/img/galery/original/1_35666.jpg,NIFA0105
NSS658,"SWITCH Snipperclips Plus: Cut it out, together!","Maximum fun - just the way you cut it!

Help Snip and Clip, paper friends, complete various logic challenges in this action-packed puzzle game. Enlist the help of your family or friends and work together to solve the problems. Cut each other into crazy shapes and unleash your imagination and creativity. Sometimes Snip will have to cut Clip to a point so he can pop balloons, other times Clip will have to cut Snip to prevent a firefly from flying away. Other times, you will have to very carefully clip both of them to safely transport the bird eggs to the nest.

In multiplayer, you can not only cooperate but also compete in Blitz mode. Can you score more goals in hockey, shoot more baskets in basketball, or simply cut through your enemies faster?

The expanded version of the original &quot;bite-sized&quot; puzzle game includes more than 30 new levels, new challenges and new features... and it's out physically for the first time ever!",Nintendo,Nintendo Switch Games,045496421144,18,,0,https://com.cqe.cz/img/galery/original/1_35694.jpg|https://com.cqe.cz/img/galery/original/1_35487.jpg|https://com.cqe.cz/img/galery/original/1_35488.jpg|https://com.cqe.cz/img/galery/original/1_35489.jpg|https://com.cqe.cz/img/galery/original/1_35490.jpg|https://com.cqe.cz/img/galery/original/1_35491.jpg|https://com.cqe.cz/img/galery/original/1_35492.jpg,NSS658
NSS375,SWITCH Kirby Star Allies,"Růžová kulička je zpět v HD rozlišení. A není sám!

Kirby™ je zpět, konečně v HD rozlišení na Nintendo Switch konzoli! Tentokrát není sám. Zrekrutuj své nepřátele tím, že je zasáhneš srdíčky, a získej si tak spojence a pomocníky do skupiny až čtyř postav. Kromě toho můžeš spojit síly až se třemi přáteli pro úplně jiný druh týmové akce.

Vlastnosti:


	Nejnovější titul s Kirbym v hlavní roli pro Nintendo Switch
	Zrekrutuj až 3 nepřátele tím, že je zasáhneš srdíčkem
	Vrací se některé copy ability, např. Měč, Oheň, Voda, Bomba, Koště a mnohé další!
	Nabij copy ability různými elementy jako oheň, voda, vítr nebo elektřina tím, že je půjčíš či dáš někomu ze svých pomocníků, abys tak přidal větší sílu útokům, mohl používat speciální útoky nebo řešit hádanky
	Až 4 hráči mohou hrát spolu se 4 Joy-Con™ ovladači horizontálně",Nintendo,Nintendo Switch Games,045496421656,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_37113.jpg|https://com.cqe.cz/img/galery/original/1_36378.jpg|https://com.cqe.cz/img/galery/original/1_36379.jpg|https://com.cqe.cz/img/galery/original/1_36384.jpg,NSS375
NSS060,SWITCH Byonetta 2 + DCC (Byonetta 1),"Bayonetta je zpět a silnější, než kdy dříve!

Svírejte ničivé zbraně a používejte destruktivní kouzla, třeba Urban Climax, abyste zničili každého, kdo vám stojí v cestě. Tuto akční hru si navíc můžete užít i ve dvou ať online nebo díky lokálnímu bezdrátovému multiplayeru.

Bayonetta je rychle se rozhodující čarodějka, která každému nakope zadek a zanechá za sebou spoušť. Ve svém arzenálu má bezpočet úžasných zbraní, včetně pistolí, bičů, kladiv, plamenometů a otrávených šipek. Všechno tu ale není jen o svalech, nýbrž o stylu. Bayonetta je smrtící, ale elegantní. s kouzly jako Witch Time, který zpomalí čas, nebo úplně nový Urban Climax, který přivolá bojovníky podsvětí aby za vás zdevastovali nepřátele.


	Prohnaná, drzá a sarkastická čarodějka Bayonetta se vrací, aby nakopala zadky a způsobila zmatek
	Použijte smrtící zbraně a pohyby - třeba plamenomet nebo otrávené šipky
	Pomocí magie přivolejte bojovníky z podsvětí
	Hrajte ve dvou hráčích coop módu Tag Climax online nebo pomocí lokálního bezdrátového multiplayeru
	Využijte klasického ovládání nebo možností dotykové obrazovky
	Přiložením kompatibilní figurky amiibo si dříve odemkněte kostýmy Nintendo postav, jako je Samus Aran ze série Metroid nebo Link z The Legend of Zelda
	Původní Bayonetta 2 pro Wii U přichází na Switch spolu s kódem pro stažení prvního dílu",Nintendo,Nintendo Switch Games,045496421489,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_36455.jpg|https://com.cqe.cz/img/galery/original/1_36579.jpg|https://com.cqe.cz/img/galery/original/1_36580.jpg|https://com.cqe.cz/img/galery/original/1_36581.jpg,NSS060
NSS480,SWITCH Nintendo Labo Customisation Set,"Nintendo Labo následuje historii společnosti Nintendo, která si vždy zakládala na inovativních herních zážitcích, a pokračuje tedy v naplnění mise společnosti – vytvářet úsměvy na lidských tvářích. S každou Nintendo Labo sadou, které byly inspirovány myslemi napříč všemi generacemi, můžete přetransformovat desku z papírového kartonu – speciálně navrženou, aby fungovala s Nintendo Switch konzolí a Joy-Con ovladači – do interaktivních výtvorů s názvem Toy-Con. Ať už jde o piano, motorku, robota nebo další, každý Toy-Con se probudí k životu v kombinaci s Nintendo Switch konzolí v různých formách. Během sestavování si užívejte také objevování, jak technologie funguje a vymýšlejte nové způsoby hraní s každým Toy-Con výtvorem.

Nintendo Labo Customisation Set obsahuje sadu pro přizpůsobení vašich Nintendo Labo výtvorů.

Obsahuje:


	2 lepící pásky
	2 archy samolepek
	2 archy šablon písmen a čísel",Nintendo,Nintendo Switch Games,045496430825,7.4,"0,09",41,https://com.cqe.cz/img/galery/original/1_36696.jpg|https://com.cqe.cz/img/galery/original/1_38475.jpg|https://com.cqe.cz/img/galery/original/1_38476.jpg,NSS480
NSS134,SWITCH Donkey Kong Country: Tropical Freeze,"Donkey Kong, Diddy Kong, Dixie Kong a Cranky Kong se vrací v prvním titulu ze série Donkey Kong na Nintendo Switch!

Hra nabízí veškerou zábavu i výzvy svého předchůdce a navíc nový herní mód určený pro začátečníky, ve kterém hráč může prožít toto cenami ověnčené dobrodružství v roli prima surfujícího opičáka Funky Konga. Funky Kong umí skákat nadvakrát, vznášet se, nekonečně dlouho se kutálet, a dokonce zvládne i nekonečně mnoho vývrtek pod vodou. A díky jeho odolnému prknu ho ani bodce nezpomalí.

PROZKOUMEJTE TROPICKÉ OSTROVY

Zlí Sněhomádi uvěznili Donkey Kongův ostrov pod vrstvou ledu a rozmrazit jej dovedou jen naši Kongové!

Proplavte, prohoupejte a proskákejte se napříč šesti tropickými ostrovy plnými nebezpečí, schovaných předmětů a nezapomenutelných bossů!

SÓLO MÓDY

Hrou můžete projít buď sami, nebo s kamarádem v módu pro více hráčů. Proběhněte, proplavte a proskákejte se 2D úrovněmi a cestou k cíli podupejte nepřátele a posbírejte všechno ovoce!

Pokud jste zkušeným hráčem plošinovek, pokuste se zdolat Original mód – anebo, pokud by vám lépe sednul pohodlnější zážitek, se pusťte do Funky módu! Své schopnosti můžete také využít v závodě s časem, nebo při náročnější obtížnosti.

BAVTE SE SPOLEČNĚ

Spojte se s kamarádem a pusťte se do boje se Sněhomády ve dvou!

Ve hře pro více hráčů mohou na dobrodružství vyrazit dva hráči s jedinou konzolí Nintendo Switch. Půjčte ovladač kamarádovi nebo členu rodiny a hrajte společně v TV módu nebo v deskovém módu. Kromě ovladačů Joy-Con lze použít i ovladače Nintendo Switch Pro Controller nebo dva Joy-Cony vložené do Joy-Con držáku.

Přeneste akci na televizní obrazovku v TV módu, hrajte s ovladačem, kdekoliv se vám zachce, v deskovém módu, nebo si své dobrodružství vezměte s sebou na cesty v handheld módu. Záleží jen na vás!",Nintendo,Nintendo Switch Games,045496421731,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_36739.jpg|https://com.cqe.cz/img/galery/original/1_36740.jpg|https://com.cqe.cz/img/galery/original/1_36741.jpg|https://com.cqe.cz/img/galery/original/1_36742.jpg,NSS134
NSS300,SWITCH Hyrule Warriors Definitive Edition,"Vezměte si sebou epický Hyrule Warriors žážitek na cesty! Hra Hyrule Warriors: Definitive Edition je finální verzí hry. Obsahuje všechna DLC a navíc i nové kostýmy pro Linka a Zeldu inspirované nejnovější hrou The Legend of Zelda: Breath of the Wild.

Postupováním v příběhu se vám odemknou další postavy, každá s vlastními unikátními útoky a typy zbraní. Sbírejte Rupeeny a další užitečné věci, aby jste zlepšili své zbraně a tvořili Odznaky, které můžete použít na zlepšení dovedností vašich bojovníků.  Další novinkou je například schopnost ihned přepínat mezi postavami, což vám dává možnost strategického umístění bojovníků a tím máte zbrusu nové způsoby, jak zneškodnit své nepřátele.

Úplnou novinkou je pak postava Linkle, dívky žijící v malé vesnici plné Cuccos a vyzbrojené dvojicí ručních kuší, která taktéž rozšíří soupisku hratelných postav. Hráči budou moct velet více postavám, strategicky je rozmisťovat po bojišti a přepínat mezi nimi tak, aby mohli vždy osobně zasáhnout do těch nejtužších bojů.",Nintendo,Nintendo Switch Games,045496421816,36,"0,05",300,https://com.cqe.cz/img/galery/original/1_36897.jpg|https://com.cqe.cz/img/galery/original/1_38457.jpg|https://com.cqe.cz/img/galery/original/1_38458.jpg|https://com.cqe.cz/img/galery/original/1_38459.jpg|https://com.cqe.cz/img/galery/original/1_38464.jpg|https://com.cqe.cz/img/galery/original/1_38466.jpg,NSS300
NI3S7001,3DS Sushi Striker: The Way of Sushido,"Ta největší jídelní bitva může začít!

V těchto superrychlých soubojích u sushi dopravníků spojte stejně barevné talíře se sushi a hoďte na svého soupeře komín talířů. Čím více jich spojíte, tím vyšší bude i váš komín a tím silnější váš útok. Ubraňte svou domovinu od vetřelců v této puzzle akci, aby si vaši spoluobyvatelé mohli užívat delikátní sushi v klidu a míru. Nechť zvítězí ten nejlepší sushi samuraj!

Vlastnosti:


	Pomocí dotykové obrazovky spojte talíře a vytvořte z nich komíny
	Spojování stejnobarevných talířů a komba vyústí ve vyšší komíny talířů a v silnější útoky
	Spojujte talíře do vzorců pro vyšší bonus. Čím víc nóbl sushi, tím silnější talíř.
	Házejte na soupeře štosy talířů.
	Poslední stojící sushi samuraj vítězí!",Nintendo,Nintendo 3DS games,045496477219,24,"0,09",41,https://com.cqe.cz/img/galery/original/1_38322.jpg,NI3S7001
NSS118,SWITCH Dark Soul: Remastered,"Připrav se umřít. Znovu.

Od tvůrců geniálního a ultra těžkého RPG Demon's Souls přišla evoluce v podobě Dark Souls a způsobila naprostou herní revoluci. Rázem se objevilo několik pokračování a spousta epigonů, jež se snažila nést odkaz této legendární série dále. Ale originál je jen jeden a ty si jej teď můžeš užít v naprosto nepřekonatelné kvalitě. Využij speciálních vlastností konzole Nintendo Switch a ponoř se do komplexního RPG, plného statistik, brutálních nepřátel, obřích bossů a smrti všude na cestách. To vše v rozlišení 1080p v TV módu a 720p v módu handheld.

Vydej se do světa Lordranu a znovu si projdi legendární lokace, jako je The Great Hollow, Darkroot Basin, Undead Burg a rovněž oblasti rozšíření Artorias of the Abyss, jež je součástí této prozatím nejlepší verze této vskutku výjimečné hry.

Vlastnosti:


	Extrémně obtížné a extrémně propracované - Pokus se naučit strategie proti svým nepřátelům a zvládni i zdánlivě nemožné výzvy, které se tě budou snažit zastavit.
	Prozkoumej propojený temný fantaskní svět, v němž se nacházejí volné prostory i dávno ztracené kobky
	Přes 60 hodin herního obsahu a téměř 100 unikátních monster a vychytané RPG systémy, včetně vlivu zbraní, zbroje, víry a mnoho dalšího. Tvůj úspěch závisí na tvé schopnosti vybrat správnou zbraň, zbroj a rovněž rychlých reflexech v uhýbání smrtícím útokům.
	Hra po síti - Hráči mohou narazit jeden na druhého, nebo bojovat v rozsáhlých PVP bitvách, či kooperativním módu.
	Komunitní obsah - Nechávej zprávy ostatním hráčům - ať už jim v nich pomůžeš dostat se dále, nebo je zavedeš přímo do bezedné jámy.
	Ukládání pouze u Bonfiru - Ve světě Dark Souls nic nedostaneš zadarmo a ukládací pozice rovněž ne. Právě Bonfire bude tvým světlem ve tmě, tvým záchytným bodem a místem, kde zažiješ alespoň trochu oddechu ve světě plném smrti a zmaru. Praise the Sun!",Nintendo,Nintendo Switch Games,045496421892,24,"0,05",500,https://com.cqe.cz/img/galery/original/1_36920.jpg,NSS118
NSS435,SWITCH Mario Tennis Aces,"Ovládněte hru se zpomalením času a super odpaly!

Zasypte soupeře tenisovými míčky díky arsenálu speciálních střel a strategií v úžasných tenisových duelech s rodinou, přáteli a vašimi oblíbenými postavami z Mushroom Kingdom. Intenzivní zápasy už čekají ať už je budete hrál lokálně, online nebo s použitím jednoduchého pohybového ovládání. Zažijte s těnisem něco nového v příběhovém módu a v množství misí se poperte se zákeřnými bossy.

Dokončujte mise a bitvy s bossy v příběhovém módu, zatímco pilujete své schopnosti. Ty si pak můžete ověřit ve dvojhhrách či čtyřhrách až ve 4 hráčích lokálně nebo online. Navíc je tu i Turnajový režim, kde si to můžete rozdat s počítačem řízenými oponenty. Nastřádejte si energii a využijte ji pro triky, které mohou zvrátit průběh zápasu: zpomalte čas abyste stihli včas doběhnout míček nebo třeba svůj odpal zamiřte tam, kam váš soupeř nedoběhne. Vaši rivalové se mohou pokusit o blok, ale pokud neuspějí, jejich raketa se poškodí a po třech poškozeních se rozpadne. Nastřádejte maximum energie pro super silné údery, které vyřadí vašeho oponenta!


	Vyzvěte ostatní hráče ve dvojhře či čtyřhře jako jedna z více než 15 postav z Mushroom Kingdom
	Naservírujte svým oponentům vše - od běžných odpalů přes trikové střely až po bloky v poslední vteřině
	Použijte energii pro rychlé skočení za míčkem, zpomalením času, mířením z pohledu první osoby, rozbíjení raket a vyřazování soupeřů!
	Hrajte lokálně, online nebo jako s opravdovou raketou při zapnutí pohybového ovládání
	Porážejte počítačem řízené hráče v Turnajovém režimu v Mushroom Cup, Flower Cup a Star Cup
	Příběhový mód přidává do tenisových zápasů něco nového s různými misemi, bitvy s bossy a dalším.",Nintendo,Nintendo Switch Games,045496422011,36,"0,05",500,https://com.cqe.cz/img/galery/original/1_38830.jpg|https://com.cqe.cz/img/galery/original/1_38433.jpg|https://com.cqe.cz/img/galery/original/1_38434.jpg|https://com.cqe.cz/img/galery/original/1_38435.jpg|https://com.cqe.cz/img/galery/original/1_38436.jpg|https://com.cqe.cz/img/galery/original/1_38437.jpg|https://com.cqe.cz/img/galery/original/1_38438.jpg,NSS435
NSS678,SWITCH Sushi Striker: The Way of Sushido,"Ta největší jídelní bitva může začít!

V těchto superrychlých soubojích u sushi dopravníků spojte stejně barevné talíře se sushi a hoďte na svého soupeře komín talířů. Čím více jich spojíte, tím vyšší bude i váš komín a tím silnější váš útok. Ubraňte svou domovinu od vetřelců v této puzzle akci, aby si vaši spoluobyvatelé mohli užívat delikátní sushi v klidu a míru. Nechť zvítězí ten nejlepší sushi samuraj!

Vlastnosti:


	Pomocí dotykové obrazovky spojte talíře a vytvořte z nich komíny
	Spojování stejnobarevných talířů a komba vyústí ve vyšší komíny talířů a v silnější útoky
	Spojujte talíře do vzorců pro vyšší bonus. Čím víc nóbl sushi, tím silnější talíř.
	Házejte na soupeře štosy talířů.
	Poslední stojící sushi samuraj vítězí!",Nintendo,Nintendo Switch Games,045496422103,26,"0,05",1,https://com.cqe.cz/img/galery/original/1_38323.jpg|https://com.cqe.cz/img/galery/original/1_38449.jpg|https://com.cqe.cz/img/galery/original/1_38450.jpg|https://com.cqe.cz/img/galery/original/1_38451.jpg|https://com.cqe.cz/img/galery/original/1_38452.jpg|https://com.cqe.cz/img/galery/original/1_38453.jpg|https://com.cqe.cz/img/galery/original/1_38454.jpg|https://com.cqe.cz/img/galery/original/1_38455.jpg|https://com.cqe.cz/img/galery/original/1_38456.jpg,NSS678
NSS100,SWITCH Captain Toad: Treasure Tracker,"Kapitán Toad vyráží na dobrodružství

Captain Toad: Treasure Tracker, který původně vyšel na Wii U, nyní přichází na Nintendo Switch. Nová verze navíc obsahuje miniaturní úrovně inspirované královstvími ze Super Mario Odyssey. Je tu také možnost hrát s rodinou nebo přáteli - jeden hraje za Kapitána Toada a druhý mu může pomáhat, třeba tuřínovou krycí palbou. Captain Toad: Treasure Tracker vyjde na Nintendo Switch a Nintendo 3DS 13. července.

Náš malý a zavalitý hrdina musí uhýbat nebezpečí, které na něj číhá a zároveň nalézt poklady rozeseté v úrovních zaplněných pastmi. Přežijte doutnající sopky, nebezpečné parní stroje, strašidelné domy a dokonce zcela nové úrovně inspirované hrou Super Mario Odyssey. 

Super Gemy a Power Stars jsou schované skrz naskrz všemi puzzle úrovněmi, které prozkoumáváte. Postupným získáváním pokladů, které Vám ukradl strastiplný a chamtivý pták jménem Wingo, dostanete možnost zahrát si za Toadette! Tito drobní hrdinové se musí uhýbat, ukrývat, a využívat všech dostupných power-up schopností, aby zvládli projít oblastmi plných nepřátel, jakými jsou věže, chatrče z divokého západu, či vodní park – vše překypující dobrotami k nalezení a tajemstvím k odhalení. Vše ve jménu pokladu! Namiřte čelovku směrem na Toadobrodružství!


	Mazaný hledač pokladů Toad ve svém vlastním dobrodružství na konzoli Nintendo Switch a Nintendo 3DS.
	Prozkoumejte nové oblasti inspirované hrou Super Mario Odyssey.
	Každá úroveň je samostatným světem plným různorodých triků, pastí, pokladů a dalších překvapení!
	Uhýbej se a projdi skrz nepřáteli zamořenými levely, jakými jsou sopky, parní motory a více.
	Odhal tajemství a najdi všechen poklad za pomocí pohledu na svět z různých úhlů.
	Odemkni a hraj za Toadette!",Nintendo,Nintendo Switch Games,045496422356,24,"0,05",500,https://com.cqe.cz/img/galery/original/1_38367.jpg|https://com.cqe.cz/img/galery/original/1_37374.jpg|https://com.cqe.cz/img/galery/original/1_37375.jpg|https://com.cqe.cz/img/galery/original/1_37376.jpg|https://com.cqe.cz/img/galery/original/1_37377.jpg,NSS100
NSS676,SWITCH Super Smash Bros. Ultimate,"Nová Super Smash Bros. hra s novými postavami, arénami a dalším!

Legendární série, kde sestřetávají různé světy a postavy nyní přichází na Nintendo Switch ve své Ultimátní podobě. Přicházejí nové postavy, jako třeba inklingové ze Splatoon série nebo Ridley z Metroida, aby se porvali se všemi postavami, které se kdy vyskytovaly v sérii Super Smash Bros. Rychlejší souboje, nové předměty, nové útoky, nové možnosti defenzívy a mnohem víc vás udrží ve víru bitvy ať už jste doma nebo na cestách.


	Nový vstup do Super Smash Bros. série
	Noví bojovníci, nové arény a všechny postavy z ccelé série
	Přidávají se Inklingové ze Splatoon
	Ridley ze série Metroid se také připojí
	Vrací se např. Wolf, Ice Climbers, Pokémon Trainer a další
	Nový vítr přichází do soubojů, které jsou oživené rychlejším combatem, novými útoky, novými předměty a novými obrannými možnostmi
	Možnost bitev pro až 8 hráčů
	Podpora pro všechny aktuální Super Smash Bros. amiibo figurky",Nintendo,Nintendo Switch Games,045496422899,42,"0,05",500,https://com.cqe.cz/img/galery/original/1_40021.jpg|https://com.cqe.cz/img/galery/original/1_39797.jpg|https://com.cqe.cz/img/galery/original/1_39798.jpg|https://com.cqe.cz/img/galery/original/1_39799.jpg|https://com.cqe.cz/img/galery/original/1_39800.jpg,NSS676
NSS240,SWITCH Go Vacation,"Užijte si zábavy plnou rodinnou dovolenou kdykoliv, kdekoliv s Go Vacation.

Vítejte na ostrově Kawawii! V ráji, kde si přátelé a rodina mohou užít kooperaci více jak 50 lidí zároveň a změřit mezi sebou své síly v různorodých aktivitách.

Vzrušujících cest a možností jak prozkoumat ostrov je celá řada, ať už v sedle koně, nebo čtyřkolky, sněžného skútru, či na kolečkových bruslích. A aby zábavy nebylo málo, až 4 hráči současně si mohou na jedné konzoli užít návštěvu ostrova a společně prozkoumat jeho veškerá zákoutí.

Pro hraní multiplayer módu každému hráči postačí jeden Joy-Con ovladač. Každý den zažijete něco nového a čekají Vás hodiny zábavy. Upravte si vzhled své postavy, kostýmů, vozidel a dokonce i domácích mazlíčků! Denní dárky a výzvy budou pro Vás dostatečnou motivací a důvodem se na ostrov Kawawii vracet a prozkoumávat terén pečlivěji společně s opakovaným hraním různorodých aktivit. Mii postavičky, nebo herní postavy vašich přátel a rodiny se mohou během hraní kdykoliv objevit a pokud se tak stane, můžete s nimi kdykoliv soupeřit. Upravte svoji vilu, tím že dostanete k dispozici přes 450 kusů nábytku.


	Ostrov Kawawii je ráj s kooperací pro více jak 50 hráčů a plný soutěžních aktivit.
	Prozkoumej 4 obrovské oblasti: Přístav, město, sněžnou oblast, hory. Prozkoumej je např. na hřbetu koně, pod vodou, nebo pomocí jiných vozidel.
	Užij si odpočinkové aktivity jako potápění, ježdění na koni a rybaření na moři.
	Vyzkoušej extrémní sporty jako skok padákem, surfování a skateboarding.
	Soutěž a buď nejlepší v řadě dalších zábavných aktivit jako je lyžování, plážový volejbal a tenis
	Až 4 hráči můžou hrát spolu na jedné konzoli s možností různorodého typu ovládání včetně ovládání pomocí pohybu.
	Podej Joy-Con ovladač kamarádovi a užijte si společně spoustu zábavy v multiplayeru.
	Joy-con volant je volitelné příslušenství při hraní aktivit vyžadujících vozidlo (prodáváno samostatně).
	Uprav si svoji postavu pomocí kostýmů a vyber si psího společníka. Na výběr bude z různých plemen.
	Denní dárky zahrnují nová psí plemena, nebo kostýmy.
	Denní výzvy budou ve třech sestavách objevujících se na různých částech ostrova.


Nově na Nintendo Switch


	Přístavní a horské rybaření s více jak 30 druhy ryb.
	Více jak 40 druhu zvířat k vyfocení a uložení do virtuálního alba.
	Najdi bedny plné odměn vypuštěné letadlem.",Nintendo,Nintendo Switch Games,045496422462,30,"0,05",0,https://com.cqe.cz/img/galery/original/1_38104.jpg|https://com.cqe.cz/img/galery/original/1_38105.jpg|https://com.cqe.cz/img/galery/original/1_38106.jpg|https://com.cqe.cz/img/galery/original/1_38107.jpg|https://com.cqe.cz/img/galery/original/1_38108.jpg,NSS240
NIFA0107,amiibo Splatoon 2 - Off the Hook set,"Pearl a Marina, moderátorky show Off the Hook ve hře Splatoon 2 přicházejí i k vám na poličku. V sadě najdete obě dvě hudebnice ve stylových pozách, ve kterých vypadají přesně tak, jak je máte rádi.





 

Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496380649,22,,0,https://com.cqe.cz/img/galery/original/1_39119.jpg|https://com.cqe.cz/img/galery/original/1_39238.jpg|https://com.cqe.cz/img/galery/original/1_39239.jpg,NIFA0107
